zone,season,month,day_of_year,sunshine_hours,cloudcover_mean,relative_humidity_2m_mean,shortwave_radiation_sum,ok_day_label
GUARDA,Winter,1,1,0.5016777777777778,72,91,2.69,Not OK
VILA_REAL,Winter,1,1,0.8282916666666666,93,96,2.3,Not OK
GUARDA,Winter,1,2,0.5346805555555555,94,93,2.59,Not OK
VILA_REAL,Winter,1,2,0.0,100,99,1.22,Not OK
GUARDA,Winter,1,3,0.1455138888888889,99,96,2.41,Not OK
VILA_REAL,Winter,1,3,0.0,100,99,1.52,Not OK
GUARDA,Winter,1,4,3.7695333333333334,91,94,3.55,Not OK
VILA_REAL,Winter,1,4,5.874808333333334,98,95,4.74,Not OK
GUARDA,Winter,1,5,0.0,99,94,1.14,Not OK
VILA_REAL,Winter,1,5,0.0,99,94,1.99,Not OK
GUARDA,Winter,1,6,8.136330555555556,78,77,8.8,Not OK
VILA_REAL,Winter,1,6,8.282847222222221,52,79,8.39,Not OK
GUARDA,Winter,1,7,3.0,99,83,4.46,Not OK
VILA_REAL,Winter,1,7,5.096875,83,78,5.46,Not OK
GUARDA,Winter,1,8,8.418033333333334,21,84,9.66,Not OK
VILA_REAL,Winter,1,8,8.324722222222222,2,81,9.22,Not OK
GUARDA,Winter,1,9,0.0,96,95,1.02,Not OK
VILA_REAL,Winter,1,9,0.0,100,93,0.81,Not OK
GUARDA,Winter,1,10,3.824233333333334,72,94,3.95,Not OK
VILA_REAL,Winter,1,10,4.433308333333334,86,93,3.93,Not OK
GUARDA,Winter,1,11,7.2667,61,86,6.37,Not OK
VILA_REAL,Winter,1,11,8.396255555555555,55,87,6.74,Not OK
GUARDA,Winter,1,12,5.986013888888889,79,87,6.45,Not OK
VILA_REAL,Winter,1,12,5.343758333333333,83,89,5.96,Not OK
GUARDA,Winter,1,13,3.069597222222222,82,92,3.65,Not OK
VILA_REAL,Winter,1,13,3.707094444444445,95,97,4.47,Not OK
GUARDA,Winter,1,14,5.056161111111111,74,86,5.52,Not OK
VILA_REAL,Winter,1,14,7.856963888888889,68,85,6.44,Not OK
GUARDA,Winter,1,15,8.593330555555555,54,76,8.76,Not OK
VILA_REAL,Winter,1,15,8.387677777777778,70,82,6.78,Not OK
GUARDA,Winter,1,16,6.3618805555555555,93,96,5.36,Not OK
VILA_REAL,Winter,1,16,0.0924666666666666,100,98,3.02,Not OK
GUARDA,Winter,1,17,7.979208333333334,38,85,10.11,Not OK
VILA_REAL,Winter,1,17,8.565816666666667,30,85,9.63,Not OK
GUARDA,Winter,1,18,8.681558333333333,11,75,10.47,Not OK
VILA_REAL,Winter,1,18,8.596944444444444,5,78,9.81,Not OK
GUARDA,Winter,1,19,8.277244444444445,31,87,10.02,Not OK
VILA_REAL,Winter,1,19,8.616388888888888,15,85,9.36,Not OK
GUARDA,Winter,1,20,8.702341666666667,73,79,9.55,Not OK
VILA_REAL,Winter,1,20,3.593525,79,87,5.32,Not OK
GUARDA,Winter,1,21,6.530775,96,96,5.79,Not OK
VILA_REAL,Winter,1,21,2.3474666666666666,99,96,3.87,Not OK
GUARDA,Winter,1,22,7.1132027777777775,56,93,7.64,Not OK
VILA_REAL,Winter,1,22,6.7885,59,93,6.74,Not OK
GUARDA,Winter,1,23,8.685947222222222,52,91,9.63,Not OK
VILA_REAL,Winter,1,23,6.287880555555556,68,92,6.18,Not OK
GUARDA,Winter,1,24,8.297355555555555,61,81,10.47,Not OK
VILA_REAL,Winter,1,24,2.9264111111111113,88,95,5.42,Not OK
GUARDA,Winter,1,25,2.62425,82,95,4.23,Not OK
VILA_REAL,Winter,1,25,6.336866666666667,88,95,5.99,Not OK
GUARDA,Winter,1,26,8.545536111111112,49,83,9.26,Not OK
VILA_REAL,Winter,1,26,7.894561111111111,65,85,8.35,Not OK
GUARDA,Winter,1,27,8.283816666666667,33,80,9.16,Not OK
VILA_REAL,Winter,1,27,8.733758333333332,32,82,8.64,Not OK
GUARDA,Winter,1,28,8.876627777777777,4,75,11.61,Not OK
VILA_REAL,Winter,1,28,8.825319444444444,12,71,11.25,Not OK
GUARDA,Winter,1,29,8.958352777777778,0,81,11.79,Not OK
VILA_REAL,Winter,1,29,8.888352777777778,0,75,11.31,Not OK
GUARDA,Winter,1,30,9.004188888888889,0,82,12.18,Not OK
VILA_REAL,Winter,1,30,8.935130555555556,11,76,11.6,Not OK
GUARDA,Winter,1,31,9.076497222222224,8,68,12.4,Not OK
VILA_REAL,Winter,1,31,8.936997222222223,9,71,11.76,Not OK
GUARDA,Winter,2,32,7.556344444444444,51,79,8.31,Not OK
VILA_REAL,Winter,2,32,8.960930555555555,42,80,9.15,Not OK
GUARDA,Winter,2,33,9.024247222222222,11,70,11.92,Not OK
VILA_REAL,Winter,2,33,9.091091666666667,15,71,12.11,Not OK
GUARDA,Winter,2,34,5.911566666666666,64,85,7.24,Not OK
VILA_REAL,Winter,2,34,2.6797388888888887,82,89,3.51,Not OK
GUARDA,Winter,2,35,8.452577777777778,53,79,8.93,Not OK
VILA_REAL,Winter,2,35,8.746163888888889,58,79,10.35,Not OK
GUARDA,Winter,2,36,9.268577777777775,21,78,11.22,Not OK
VILA_REAL,Winter,2,36,9.273316666666668,13,70,11.39,Not OK
GUARDA,Winter,2,37,8.826052777777779,42,72,12.03,Not OK
VILA_REAL,Winter,2,37,8.549761111111112,35,69,10.03,Not OK
GUARDA,Winter,2,38,6.360275000000001,30,74,9.34,Not OK
VILA_REAL,Winter,2,38,9.359294444444444,16,72,11.42,Not OK
GUARDA,Winter,2,39,9.45361388888889,4,69,13.47,Not OK
VILA_REAL,Winter,2,39,9.402619444444444,25,72,12.78,Not OK
GUARDA,Winter,2,40,1.6256027777777775,84,83,5.1,Not OK
VILA_REAL,Winter,2,40,6.523813888888888,79,84,7.95,Not OK
GUARDA,Winter,2,41,9.0,38,82,12.36,Not OK
VILA_REAL,Winter,2,41,8.402519444444444,31,82,9.03,Not OK
GUARDA,Winter,2,42,3.899325,96,95,6.21,Not OK
VILA_REAL,Winter,2,42,0.0,98,96,2.87,Not OK
GUARDA,Winter,2,43,9.138388888888889,42,73,13.54,Not OK
VILA_REAL,Winter,2,43,5.688008333333334,62,76,8.19,Not OK
GUARDA,Winter,2,44,2.0,86,89,4.01,Not OK
VILA_REAL,Winter,2,44,0.0,100,95,2.02,Not OK
GUARDA,Winter,2,45,0.0,100,99,1.94,Not OK
VILA_REAL,Winter,2,45,0.0,100,99,1.79,Not OK
GUARDA,Winter,2,46,0.0,100,99,2.51,Not OK
VILA_REAL,Winter,2,46,0.0,100,98,2.22,Not OK
GUARDA,Winter,2,47,4.087816666666667,94,91,7.62,Not OK
VILA_REAL,Winter,2,47,2.0848805555555554,99,93,4.21,Not OK
GUARDA,Winter,2,48,8.8971,68,86,10.06,Not OK
VILA_REAL,Winter,2,48,9.654019444444446,27,76,14.19,Not OK
GUARDA,Winter,2,49,9.583575000000002,37,70,14.81,Not OK
VILA_REAL,Winter,2,49,9.277719444444443,58,71,13.55,Not OK
GUARDA,Winter,2,50,7.511475000000001,85,74,11.71,Not OK
VILA_REAL,Winter,2,50,7.155338888888889,82,76,9.75,Not OK
GUARDA,Winter,2,51,9.802772222222224,6,72,14.99,Not OK
VILA_REAL,Winter,2,51,9.746433333333334,7,75,14.48,Not OK
GUARDA,Winter,2,52,9.900447222222224,2,68,15.84,Not OK
VILA_REAL,Winter,2,52,9.831333333333331,2,69,15.28,Not OK
GUARDA,Winter,2,53,10.005952777777775,0,61,16.37,Not OK
VILA_REAL,Winter,2,53,9.925411111111112,0,67,15.68,Not OK
GUARDA,Winter,2,54,10.063527777777775,0,54,16.5,Not OK
VILA_REAL,Winter,2,54,9.978802777777778,0,61,16.01,Not OK
GUARDA,Winter,2,55,10.165238888888888,0,49,16.94,Not OK
VILA_REAL,Winter,2,55,10.060308333333332,0,61,16.45,Not OK
GUARDA,Winter,2,56,10.211047222222222,0,48,16.88,Not OK
VILA_REAL,Winter,2,56,10.118897222222222,0,54,16.51,Not OK
GUARDA,Winter,2,57,9.079225,58,47,13.98,Not OK
VILA_REAL,Winter,2,57,8.691775,71,55,13.64,Not OK
GUARDA,Winter,2,58,0.0,99,82,2.14,Not OK
VILA_REAL,Winter,2,58,0.3887444444444444,94,74,2.54,Not OK
GUARDA,Winter,2,59,0.0,97,98,2.95,Not OK
VILA_REAL,Winter,2,59,0.0,100,98,3.08,Not OK
GUARDA,Spring,3,60,1.8836583333333337,84,94,2.94,Not OK
VILA_REAL,Spring,3,60,1.2196138888888888,95,95,2.95,Not OK
GUARDA,Spring,3,61,0.2283111111111111,92,95,4.9,Not OK
VILA_REAL,Spring,3,61,0.0,90,96,3.26,Not OK
GUARDA,Spring,3,62,2.163725,97,95,5.3,Not OK
VILA_REAL,Spring,3,62,0.0,99,95,3.02,Not OK
GUARDA,Spring,3,63,6.199405555555556,83,88,10.76,Not OK
VILA_REAL,Spring,3,63,5.416666666666667,96,90,9.42,Not OK
GUARDA,Spring,3,64,3.0276444444444444,94,94,7.05,Not OK
VILA_REAL,Spring,3,64,3.7393638888888887,93,93,7.52,Not OK
GUARDA,Spring,3,65,9.985647222222225,60,86,13.03,Not OK
VILA_REAL,Spring,3,65,10.0,76,91,14.28,Not OK
GUARDA,Spring,3,66,7.813413888888889,58,77,14.08,Not OK
VILA_REAL,Spring,3,66,6.105933333333334,83,78,10.76,Not OK
GUARDA,Spring,3,67,0.0,100,96,4.15,Not OK
VILA_REAL,Spring,3,67,0.0,100,94,2.94,Not OK
GUARDA,Spring,3,68,0.6795527777777778,100,98,3.03,Not OK
VILA_REAL,Spring,3,68,0.0556388888888888,99,94,3.87,Not OK
GUARDA,Spring,3,69,9.189558333333334,82,88,13.27,Not OK
VILA_REAL,Spring,3,69,9.0,84,88,11.16,Not OK
GUARDA,Spring,3,70,6.552333333333333,87,89,10.36,Not OK
VILA_REAL,Spring,3,70,2.2931361111111115,97,94,4.77,Not OK
GUARDA,Spring,3,71,8.946319444444445,87,80,10.11,Not OK
VILA_REAL,Spring,3,71,8.269402777777778,86,86,11.6,Not OK
GUARDA,Spring,3,72,7.2375694444444445,88,82,11.98,Not OK
VILA_REAL,Spring,3,72,5.0,86,87,9.29,Not OK
GUARDA,Spring,3,73,2.0,90,92,2.55,Not OK
VILA_REAL,Spring,3,73,1.0713583333333332,98,93,2.72,Not OK
GUARDA,Spring,3,74,8.090244444444444,80,88,11.2,Not OK
VILA_REAL,Spring,3,74,3.833858333333333,95,95,8.63,Not OK
GUARDA,Spring,3,75,9.73486388888889,78,89,14.22,Not OK
VILA_REAL,Spring,3,75,5.309516666666666,98,96,10.36,Not OK
GUARDA,Spring,3,76,2.2997750000000003,96,87,11.12,Not OK
VILA_REAL,Spring,3,76,5.6600222222222225,98,87,11.58,Not OK
GUARDA,Spring,3,77,9.589719444444444,60,83,15.69,Not OK
VILA_REAL,Spring,3,77,10.0,70,85,15.85,Not OK
GUARDA,Spring,3,78,6.025822222222222,67,80,11.04,Not OK
VILA_REAL,Spring,3,78,7.068499999999999,64,80,13.86,Not OK
GUARDA,Spring,3,79,11.067033333333333,32,69,17.03,Not OK
VILA_REAL,Spring,3,79,11.07404722222222,32,71,18.9,Not OK
GUARDA,Spring,3,80,11.090366666666666,0,63,21.58,Not OK
VILA_REAL,Spring,3,80,11.118336111111113,0,65,21.27,Not OK
GUARDA,Spring,3,81,11.0,27,68,21.97,Not OK
VILA_REAL,Spring,3,81,10.304827777777778,33,72,20.98,Not OK
GUARDA,Spring,3,82,2.9160666666666666,90,90,5.8,Not OK
VILA_REAL,Spring,3,82,1.4944694444444444,94,94,6.36,Not OK
GUARDA,Spring,3,83,10.5109,60,81,17.06,Not OK
VILA_REAL,Spring,3,83,9.32741388888889,73,85,15.86,Not OK
GUARDA,Spring,3,84,9.4734,71,76,14.85,Not OK
VILA_REAL,Spring,3,84,9.441930555555556,55,73,13.25,Not OK
GUARDA,Spring,3,85,11.014055555555554,30,73,21.46,Not OK
VILA_REAL,Spring,3,85,10.154969444444443,38,77,19.39,Not OK
GUARDA,Spring,3,86,11.236936111111111,25,75,21.31,Not OK
VILA_REAL,Spring,3,86,9.799472222222224,48,86,19.55,Not OK
GUARDA,Spring,3,87,9.780397222222222,64,73,19.09,Not OK
VILA_REAL,Spring,3,87,4.4078888888888885,83,91,9.0,Not OK
GUARDA,Spring,3,88,5.948383333333333,79,83,12.06,Not OK
VILA_REAL,Spring,3,88,7.1291416666666665,81,91,9.63,Not OK
GUARDA,Spring,3,89,7.540838888888889,65,84,13.89,Not OK
VILA_REAL,Spring,3,89,3.4441083333333338,84,92,7.6,Not OK
GUARDA,Spring,3,90,8.589322222222222,72,79,12.83,Not OK
VILA_REAL,Spring,3,90,9.130613888888888,87,81,14.12,Not OK
GUARDA,Spring,4,91,8.181416666666665,96,74,18.18,Not OK
VILA_REAL,Spring,4,91,8.451922222222223,94,76,17.85,Not OK
GUARDA,Spring,4,92,1.2066499999999998,98,92,6.76,Not OK
VILA_REAL,Spring,4,92,3.6170416666666663,95,88,8.45,Not OK
GUARDA,Spring,4,93,10.095977777777778,74,88,14.04,Not OK
VILA_REAL,Spring,4,93,10.42503611111111,78,90,12.61,Not OK
GUARDA,Spring,4,94,9.262222222222222,65,88,12.88,Not OK
VILA_REAL,Spring,4,94,8.189583333333333,90,94,11.79,Not OK
GUARDA,Spring,4,95,11.898555555555555,55,77,19.35,Not OK
VILA_REAL,Spring,4,95,10.557291666666666,70,79,19.25,Not OK
GUARDA,Spring,4,96,8.52088611111111,61,78,18.79,Not OK
VILA_REAL,Spring,4,96,3.0,88,84,5.84,Not OK
GUARDA,Spring,4,97,8.11073888888889,90,91,15.68,Not OK
VILA_REAL,Spring,4,97,8.836027777777778,89,88,14.92,Not OK
GUARDA,Spring,4,98,7.238863888888889,86,85,12.13,Not OK
VILA_REAL,Spring,4,98,2.437927777777778,99,94,8.22,Not OK
GUARDA,Spring,4,99,0.0442861111111111,97,95,6.82,Not OK
VILA_REAL,Spring,4,99,6.681788888888889,83,90,12.04,Not OK
GUARDA,Spring,4,100,6.307586111111111,88,93,11.67,Not OK
VILA_REAL,Spring,4,100,4.3959222222222225,92,95,12.19,Not OK
GUARDA,Spring,4,101,8.893077777777778,80,85,16.21,Not OK
VILA_REAL,Spring,4,101,5.897263888888889,66,86,11.79,Not OK
GUARDA,Spring,4,102,0.0,98,97,5.46,Not OK
VILA_REAL,Spring,4,102,0.0,100,96,4.25,Not OK
GUARDA,Spring,4,103,9.0,74,86,14.44,Not OK
VILA_REAL,Spring,4,103,9.02016388888889,79,88,14.55,Not OK
GUARDA,Spring,4,104,10.082116666666668,81,85,16.63,Not OK
VILA_REAL,Spring,4,104,10.0065,92,84,15.99,Not OK
GUARDA,Spring,4,105,0.1392861111111111,94,94,3.92,Not OK
VILA_REAL,Spring,4,105,4.782152777777778,98,84,11.78,Not OK
GUARDA,Spring,4,106,11.842625,64,80,23.84,Not OK
VILA_REAL,Spring,4,106,11.637705555555556,53,80,22.04,Not OK
GUARDA,Spring,4,107,12.472791666666668,26,70,26.2,Not OK
VILA_REAL,Spring,4,107,12.497752777777778,29,77,24.66,OK
GUARDA,Spring,4,108,12.513283333333334,0,64,26.02,Not OK
VILA_REAL,Spring,4,108,12.539386111111112,2,72,25.62,OK
GUARDA,Spring,4,109,12.553633333333334,16,60,25.79,OK
VILA_REAL,Spring,4,109,12.580875,29,71,21.99,OK
GUARDA,Spring,4,110,12.44106388888889,58,61,23.4,Not OK
VILA_REAL,Spring,4,110,12.622186111111112,69,62,24.59,Not OK
GUARDA,Spring,4,111,3.989461111111111,86,77,11.06,Not OK
VILA_REAL,Spring,4,111,8.716622222222222,84,75,16.09,Not OK
GUARDA,Spring,4,112,7.723488888888889,90,81,16.55,Not OK
VILA_REAL,Spring,4,112,10.265977777777778,88,82,17.77,Not OK
GUARDA,Spring,4,113,12.510955555555556,63,82,22.14,Not OK
VILA_REAL,Spring,4,113,12.744755555555557,21,74,24.4,OK
GUARDA,Spring,4,114,12.457255555555555,19,77,24.67,Not OK
VILA_REAL,Spring,4,114,12.785055555555555,13,71,24.58,OK
GUARDA,Spring,4,115,12.79105,14,71,24.97,OK
VILA_REAL,Spring,4,115,12.825027777777777,3,64,25.55,OK
GUARDA,Spring,4,116,12.829561111111111,9,76,25.37,OK
VILA_REAL,Spring,4,116,12.864636111111112,7,74,26.49,OK
GUARDA,Spring,4,117,11.867688888888887,33,74,20.11,Not OK
VILA_REAL,Spring,4,117,7.933861111111112,60,80,17.28,Not OK
GUARDA,Spring,4,118,10.67638611111111,67,76,19.3,Not OK
VILA_REAL,Spring,4,118,9.702205555555556,77,79,19.36,Not OK
GUARDA,Spring,4,119,11.823425,63,83,18.97,Not OK
VILA_REAL,Spring,4,119,7.535841666666666,91,93,13.89,Not OK
GUARDA,Spring,4,120,12.930627777777778,51,80,21.03,Not OK
VILA_REAL,Spring,4,120,9.441330555555556,69,80,17.47,Not OK
GUARDA,Spring,5,121,12.91441111111111,57,77,24.82,Not OK
VILA_REAL,Spring,5,121,13.0,62,70,23.8,Not OK
GUARDA,Spring,5,122,5.351419444444445,84,77,13.88,Not OK
VILA_REAL,Spring,5,122,0.3355388888888889,94,81,8.37,Not OK
GUARDA,Spring,5,123,10.596158333333332,63,73,17.63,Not OK
VILA_REAL,Spring,5,123,12.400447222222224,73,71,22.58,Not OK
GUARDA,Spring,5,124,12.99399722222222,20,59,28.65,Not OK
VILA_REAL,Spring,5,124,13.0,28,56,28.35,Not OK
GUARDA,Spring,5,125,13.0,1,65,27.91,Not OK
VILA_REAL,Spring,5,125,13.0,0,65,27.81,Not OK
GUARDA,Spring,5,126,13.0,24,71,22.6,OK
VILA_REAL,Spring,5,126,13.0,14,71,26.1,OK
GUARDA,Spring,5,127,12.641411111111111,49,77,22.47,OK
VILA_REAL,Spring,5,127,13.0,36,74,23.15,OK
GUARDA,Spring,5,128,13.0,33,83,24.44,OK
VILA_REAL,Spring,5,128,12.698502777777778,40,76,23.63,OK
GUARDA,Spring,5,129,9.915402777777777,90,85,24.39,Not OK
VILA_REAL,Spring,5,129,9.079966666666667,76,75,21.33,Not OK
GUARDA,Spring,5,130,13.027338888888888,19,70,28.45,OK
VILA_REAL,Spring,5,130,13.02792222222222,3,68,28.96,Not OK
GUARDA,Spring,5,131,12.70744722222222,81,76,24.93,Not OK
VILA_REAL,Spring,5,131,11.231902777777778,83,77,21.83,Not OK
GUARDA,Spring,5,132,13.003502777777776,47,69,23.09,Not OK
VILA_REAL,Spring,5,132,13.015761111111113,39,75,25.28,Not OK
GUARDA,Spring,5,133,6.683022222222222,52,73,18.36,Not OK
VILA_REAL,Spring,5,133,7.759038888888889,52,79,14.97,Not OK
GUARDA,Spring,5,134,6.190727777777777,64,75,12.34,Not OK
VILA_REAL,Spring,5,134,6.673647222222223,66,76,15.13,Not OK
GUARDA,Spring,5,135,13.099763888888887,0,50,30.0,Not OK
VILA_REAL,Spring,5,135,13.153577777777777,0,56,29.91,OK
GUARDA,Spring,5,136,13.101061111111113,0,57,29.46,OK
VILA_REAL,Spring,5,136,13.176972222222222,5,49,29.38,OK
GUARDA,Spring,5,137,13.102130555555554,25,59,24.73,OK
VILA_REAL,Spring,5,137,13.13508888888889,18,61,25.88,Not OK
GUARDA,Spring,5,138,11.831658333333332,35,76,22.49,Not OK
VILA_REAL,Spring,5,138,13.107527777777776,21,68,23.62,Not OK
GUARDA,Spring,5,139,13.132391666666669,35,67,23.25,OK
VILA_REAL,Spring,5,139,13.159383333333333,28,69,25.34,OK
GUARDA,Spring,5,140,13.10422222222222,27,77,23.44,Not OK
VILA_REAL,Spring,5,140,13.189091666666668,21,74,24.88,Not OK
GUARDA,Spring,5,141,13.134644444444444,38,78,25.17,Not OK
VILA_REAL,Spring,5,141,13.24181111111111,30,69,28.48,Not OK
GUARDA,Spring,5,142,13.223838888888888,31,68,28.4,OK
VILA_REAL,Spring,5,142,13.305102777777778,29,64,27.39,OK
GUARDA,Spring,5,143,12.73729722222222,59,65,23.81,OK
VILA_REAL,Spring,5,143,13.034638888888889,59,65,25.32,Not OK
GUARDA,Spring,5,144,1.243638888888889,94,83,9.89,Not OK
VILA_REAL,Spring,5,144,2.873238888888889,92,77,12.37,Not OK
GUARDA,Spring,5,145,11.52937222222222,78,85,18.97,Not OK
VILA_REAL,Spring,5,145,2.8931027777777776,95,90,12.17,Not OK
GUARDA,Spring,5,146,12.414502777777775,42,82,18.88,Not OK
VILA_REAL,Spring,5,146,13.186644444444443,47,79,22.0,Not OK
GUARDA,Spring,5,147,13.1382,49,85,21.59,Not OK
VILA_REAL,Spring,5,147,13.015727777777778,63,81,20.08,Not OK
GUARDA,Spring,5,148,11.298322222222222,65,84,16.37,Not OK
VILA_REAL,Spring,5,148,8.6619,81,82,13.99,Not OK
GUARDA,Spring,5,149,9.347002777777778,87,90,16.97,Not OK
VILA_REAL,Spring,5,149,6.279258333333334,98,94,15.16,Not OK
GUARDA,Spring,5,150,6.647633333333333,88,87,13.7,Not OK
VILA_REAL,Spring,5,150,4.783997222222222,93,88,13.94,Not OK
GUARDA,Spring,5,151,8.541355555555556,75,84,16.16,Not OK
VILA_REAL,Spring,5,151,6.052475,87,86,12.03,Not OK
GUARDA,Summer,6,152,5.8555277777777786,83,80,12.82,Not OK
VILA_REAL,Summer,6,152,11.940238888888889,75,83,21.0,Not OK
GUARDA,Summer,6,153,12.84506111111111,62,82,20.64,Not OK
VILA_REAL,Summer,6,153,13.180316666666666,64,80,25.29,Not OK
GUARDA,Summer,6,154,7.932205555555555,68,85,15.86,Not OK
VILA_REAL,Summer,6,154,5.9580527777777785,90,86,15.27,Not OK
GUARDA,Summer,6,155,8.086097222222222,75,83,15.96,Not OK
VILA_REAL,Summer,6,155,8.903347222222221,91,91,16.73,Not OK
GUARDA,Summer,6,156,6.238583333333334,88,86,11.43,Not OK
VILA_REAL,Summer,6,156,2.8367583333333335,96,93,9.05,Not OK
GUARDA,Summer,6,157,10.266819444444446,76,86,19.63,Not OK
VILA_REAL,Summer,6,157,8.611830555555555,91,85,17.77,Not OK
GUARDA,Summer,6,158,2.512505555555556,100,90,10.31,Not OK
VILA_REAL,Summer,6,158,0.0,100,93,6.44,Not OK
GUARDA,Summer,6,159,6.409019444444445,86,87,13.17,Not OK
VILA_REAL,Summer,6,159,7.460658333333333,79,88,11.55,Not OK
GUARDA,Summer,6,160,12.892619444444444,69,82,21.26,Not OK
VILA_REAL,Summer,6,160,8.849838888888888,74,89,17.32,Not OK
GUARDA,Summer,6,161,8.443802777777778,75,89,14.92,Not OK
VILA_REAL,Summer,6,161,8.141227777777777,89,92,14.71,Not OK
GUARDA,Summer,6,162,10.580941666666666,64,83,19.61,Not OK
VILA_REAL,Summer,6,162,13.10805,73,86,20.12,Not OK
GUARDA,Summer,6,163,11.704041666666669,61,84,21.66,Not OK
VILA_REAL,Summer,6,163,13.32183611111111,64,82,22.43,OK
GUARDA,Summer,6,164,13.283383333333331,70,74,30.13,OK
VILA_REAL,Summer,6,164,13.7331,51,73,28.17,OK
GUARDA,Summer,6,165,13.790608333333331,58,68,29.96,OK
VILA_REAL,Summer,6,165,13.89667777777778,44,73,29.59,OK
GUARDA,Summer,6,166,13.79246388888889,6,79,29.99,OK
VILA_REAL,Summer,6,166,13.597636111111113,20,79,27.23,OK
GUARDA,Summer,6,167,13.793088888888889,40,72,30.43,OK
VILA_REAL,Summer,6,167,14.065636111111113,29,66,30.44,OK
GUARDA,Summer,6,168,13.942155555555557,0,66,30.59,OK
VILA_REAL,Summer,6,168,14.07072222222222,1,63,30.06,OK
GUARDA,Summer,6,169,13.9432,3,53,30.37,OK
VILA_REAL,Summer,6,169,14.112236111111113,4,58,30.07,Not OK
GUARDA,Summer,6,170,13.83295,11,59,29.11,OK
VILA_REAL,Summer,6,170,13.939866666666664,13,60,29.83,Not OK
GUARDA,Summer,6,171,11.441036111111112,36,63,24.55,OK
VILA_REAL,Summer,6,171,12.92448888888889,35,62,26.97,OK
GUARDA,Summer,6,172,11.171166666666666,45,74,21.79,Not OK
VILA_REAL,Summer,6,172,12.092980555555556,46,70,23.36,Not OK
GUARDA,Summer,6,173,13.426825,33,75,25.93,OK
VILA_REAL,Summer,6,173,12.75398611111111,20,73,27.62,OK
GUARDA,Summer,6,174,13.681541666666668,19,62,27.14,OK
VILA_REAL,Summer,6,174,13.448819444444444,24,62,27.7,Not OK
GUARDA,Summer,6,175,13.906458333333331,1,64,30.09,OK
VILA_REAL,Summer,6,175,14.088433333333333,1,67,29.46,Not OK
GUARDA,Summer,6,176,13.834066666666669,9,74,28.34,OK
VILA_REAL,Summer,6,176,13.765727777777778,12,83,28.43,OK
GUARDA,Summer,6,177,13.146127777777776,27,79,28.64,OK
VILA_REAL,Summer,6,177,13.623805555555554,48,83,25.85,OK
GUARDA,Summer,6,178,13.321019444444444,52,73,28.85,OK
VILA_REAL,Summer,6,178,11.924336111111112,74,79,25.87,Not OK
GUARDA,Summer,6,179,11.38010277777778,77,75,20.14,OK
VILA_REAL,Summer,6,179,9.654691666666666,76,79,21.34,Not OK
GUARDA,Summer,6,180,12.340775,71,76,20.84,Not OK
VILA_REAL,Summer,6,180,13.316513888888888,55,80,22.16,Not OK
GUARDA,Summer,6,181,13.176547222222222,59,82,21.95,Not OK
VILA_REAL,Summer,6,181,11.793811111111111,78,89,15.63,Not OK
GUARDA,Summer,7,182,12.996805555555556,59,87,19.94,Not OK
VILA_REAL,Summer,7,182,9.376419444444444,61,87,15.23,Not OK
GUARDA,Summer,7,183,6.281511111111111,81,87,13.62,Not OK
VILA_REAL,Summer,7,183,10.21354722222222,73,90,16.77,Not OK
GUARDA,Summer,7,184,13.204013888888888,67,78,23.55,OK
VILA_REAL,Summer,7,184,13.428355555555555,54,83,21.91,OK
GUARDA,Summer,7,185,13.438036111111112,46,82,23.89,Not OK
VILA_REAL,Summer,7,185,12.498805555555554,66,86,22.15,Not OK
GUARDA,Summer,7,186,13.048825,59,75,25.71,OK
VILA_REAL,Summer,7,186,12.949544444444443,65,80,23.11,OK
GUARDA,Summer,7,187,13.50947777777778,37,77,26.17,OK
VILA_REAL,Summer,7,187,13.42936111111111,55,80,25.47,Not OK
GUARDA,Summer,7,188,12.916555555555556,36,78,26.73,OK
VILA_REAL,Summer,7,188,13.573958333333334,29,79,26.35,Not OK
GUARDA,Summer,7,189,13.508266666666668,14,70,26.99,OK
VILA_REAL,Summer,7,189,13.827902777777776,14,74,26.02,OK
GUARDA,Summer,7,190,13.657280555555555,9,64,28.45,OK
VILA_REAL,Summer,7,190,13.789230555555555,15,69,26.21,OK
GUARDA,Summer,7,191,13.622822222222224,22,67,27.03,OK
VILA_REAL,Summer,7,191,13.75099722222222,15,67,27.56,OK
GUARDA,Summer,7,192,13.0817,41,73,24.05,Not OK
VILA_REAL,Summer,7,192,13.6029,41,75,24.4,OK
GUARDA,Summer,7,193,13.563477777777775,33,68,28.09,OK
VILA_REAL,Summer,7,193,13.647797222222222,43,71,25.48,OK
GUARDA,Summer,7,194,13.496683333333332,16,70,28.57,Not OK
VILA_REAL,Summer,7,194,13.527580555555556,25,76,25.75,OK
GUARDA,Summer,7,195,13.512633333333332,13,70,28.21,OK
VILA_REAL,Summer,7,195,13.544633333333334,22,83,23.89,Not OK
GUARDA,Summer,7,196,13.301588888888888,37,72,23.05,OK
VILA_REAL,Summer,7,196,13.283308333333334,32,79,23.49,Not OK
GUARDA,Summer,7,197,13.409994444444443,30,67,27.65,OK
VILA_REAL,Summer,7,197,12.47116388888889,39,78,26.23,OK
GUARDA,Summer,7,198,13.472477777777778,2,62,28.97,OK
VILA_REAL,Summer,7,198,13.567902777777777,10,71,27.22,OK
GUARDA,Summer,7,199,13.335916666666668,24,75,27.94,OK
