zone,season,month,day_of_year,sunshine_hours,cloudcover_mean,relative_humidity_2m_mean,shortwave_radiation_sum,ok_day_label
VILA_REAL,Spring,5,142,8.991652777777778,85,86,15.97,Not OK
GUARDA,Spring,5,143,9.133216666666668,69,74,18.46,Not OK
VILA_REAL,Spring,5,143,11.393872222222225,64,81,19.17,Not OK
GUARDA,Spring,5,144,13.392458333333334,0,65,30.39,OK
VILA_REAL,Spring,5,144,13.459819444444443,12,69,29.87,OK
GUARDA,Spring,5,145,13.429297222222225,7,60,30.06,OK
VILA_REAL,Spring,5,145,13.523102777777778,19,69,29.93,OK
GUARDA,Spring,5,146,13.336702777777775,51,57,29.51,OK
VILA_REAL,Spring,5,146,11.572744444444444,71,74,26.79,Not OK
GUARDA,Spring,5,147,12.134930555555556,65,70,28.36,OK
VILA_REAL,Spring,5,147,13.046472222222222,71,76,28.58,OK
GUARDA,Spring,5,148,13.214855555555555,62,63,29.73,OK
VILA_REAL,Spring,5,148,13.091880555555557,68,71,28.63,OK
GUARDA,Spring,5,149,13.569891666666669,16,52,30.08,OK
VILA_REAL,Spring,5,149,13.643572222222222,13,66,29.69,OK
GUARDA,Spring,5,150,13.603908333333331,11,46,30.15,OK
VILA_REAL,Spring,5,150,13.684163888888888,27,64,29.81,OK
GUARDA,Spring,5,151,13.062747222222225,26,51,28.94,OK
VILA_REAL,Spring,5,151,13.65563611111111,39,65,27.87,Not OK
GUARDA,Spring,5,152,13.674286111111112,9,38,29.9,Not OK
VILA_REAL,Spring,5,152,13.722813888888888,19,45,30.5,Not OK
GUARDA,Summer,6,153,13.750358333333333,0,36,30.75,OK
VILA_REAL,Summer,6,153,13.941816666666666,0,42,30.93,Not OK
GUARDA,Summer,6,154,13.756180555555556,1,44,30.39,OK
VILA_REAL,Summer,6,154,13.952872222222222,0,49,30.79,Not OK
GUARDA,Summer,6,155,13.52801111111111,29,48,25.36,OK
VILA_REAL,Summer,6,155,13.921805555555556,9,57,29.41,OK
GUARDA,Summer,6,156,13.462733333333333,44,54,26.68,OK
VILA_REAL,Summer,6,156,13.609291666666666,29,59,27.94,Not OK
GUARDA,Summer,6,157,13.355005555555554,90,58,28.04,Not OK
VILA_REAL,Summer,6,157,12.610377777777778,85,69,26.19,OK
GUARDA,Summer,6,158,12.50241388888889,93,60,25.64,Not OK
VILA_REAL,Summer,6,158,11.06865,100,72,25.8,OK
GUARDA,Summer,6,159,9.429602777777776,97,54,19.32,Not OK
VILA_REAL,Summer,6,159,9.888680555555556,94,66,22.82,Not OK
GUARDA,Summer,6,160,10.395172222222223,65,82,20.3,Not OK
VILA_REAL,Summer,6,160,9.064972222222222,84,87,18.59,Not OK
GUARDA,Summer,6,161,7.777538888888889,84,78,19.4,Not OK
VILA_REAL,Summer,6,161,10.036375,90,82,18.12,Not OK
GUARDA,Summer,6,162,13.52236388888889,66,70,25.77,Not OK
VILA_REAL,Summer,6,162,12.065908333333333,61,72,21.3,OK
GUARDA,Summer,6,163,13.916661111111113,3,62,30.26,OK
VILA_REAL,Summer,6,163,13.901608333333334,7,63,29.48,OK
GUARDA,Summer,6,164,14.02619722222222,8,63,30.73,OK
VILA_REAL,Summer,6,164,14.099938888888888,34,60,27.0,OK
GUARDA,Summer,6,165,13.957861111111113,22,60,30.21,Not OK
VILA_REAL,Summer,6,165,13.944558333333337,63,60,28.6,OK
GUARDA,Summer,6,166,13.829333333333333,40,67,26.29,Not OK
VILA_REAL,Summer,6,166,7.178911111111112,85,83,17.07,Not OK
GUARDA,Summer,6,167,13.608616666666666,35,69,30.5,Not OK
VILA_REAL,Summer,6,167,13.656688888888889,49,75,27.6,Not OK
GUARDA,Summer,6,168,14.053269444444444,14,69,30.49,Not OK
VILA_REAL,Summer,6,168,11.524144444444444,76,83,18.86,Not OK
GUARDA,Summer,6,169,8.357091666666665,87,71,20.57,Not OK
VILA_REAL,Summer,6,169,5.1742,97,86,14.16,Not OK
GUARDA,Summer,6,170,12.399780555555555,65,80,21.18,Not OK
VILA_REAL,Summer,6,170,11.472119444444443,58,81,22.91,Not OK
GUARDA,Summer,6,171,11.526511111111112,75,79,20.24,Not OK
VILA_REAL,Summer,6,171,13.515319444444446,60,76,22.99,Not OK
GUARDA,Summer,6,172,13.53962777777778,42,79,24.16,Not OK
VILA_REAL,Summer,6,172,13.639305555555556,44,77,23.01,Not OK
GUARDA,Summer,6,173,13.545888888888888,25,76,30.42,OK
VILA_REAL,Summer,6,173,13.90446388888889,17,79,29.65,OK
GUARDA,Summer,6,174,12.869538888888888,85,69,27.95,OK
VILA_REAL,Summer,6,174,13.841083333333334,69,72,26.63,OK
GUARDA,Summer,6,175,14.015233333333333,12,61,29.94,OK
VILA_REAL,Summer,6,175,14.089094444444443,19,65,29.35,OK
GUARDA,Summer,6,176,14.01518888888889,10,62,29.26,OK
VILA_REAL,Summer,6,176,14.088944444444444,8,71,29.36,OK
GUARDA,Summer,6,177,14.01355,25,74,29.76,OK
VILA_REAL,Summer,6,177,11.247355555555556,73,86,25.21,OK
GUARDA,Summer,6,178,13.731294444444446,32,67,29.38,Not OK
VILA_REAL,Summer,6,178,13.124688888888889,32,77,27.87,OK
GUARDA,Summer,6,179,10.430769444444444,67,73,22.9,Not OK
VILA_REAL,Summer,6,179,13.270705555555557,49,76,25.28,Not OK
GUARDA,Summer,6,180,3.467963888888889,83,91,9.78,Not OK
VILA_REAL,Summer,6,180,10.082375,53,82,18.3,Not OK
GUARDA,Summer,6,181,8.71166111111111,64,84,15.65,Not OK
VILA_REAL,Summer,6,181,7.024586111111111,82,87,14.71,Not OK
GUARDA,Summer,6,182,13.29015,70,82,21.46,Not OK
VILA_REAL,Summer,6,182,12.963244444444443,69,83,22.68,Not OK
GUARDA,Summer,7,183,13.72668611111111,20,72,29.29,OK
VILA_REAL,Summer,7,183,13.932288888888888,30,78,27.16,OK
GUARDA,Summer,7,184,13.9229,0,62,30.29,OK
VILA_REAL,Summer,7,184,13.994527777777778,7,65,29.78,OK
GUARDA,Summer,7,185,13.917113888888888,4,59,30.22,OK
VILA_REAL,Summer,7,185,13.98845277777778,5,66,29.97,OK
GUARDA,Summer,7,186,13.910591666666663,2,54,30.11,Not OK
VILA_REAL,Summer,7,186,13.981611111111112,0,49,30.11,Not OK
GUARDA,Summer,7,187,13.871505555555554,6,50,28.86,Not OK
VILA_REAL,Summer,7,187,13.941983333333331,1,64,30.02,Not OK
GUARDA,Summer,7,188,13.8013,9,65,28.87,Not OK
VILA_REAL,Summer,7,188,11.604836111111112,47,72,26.2,Not OK
GUARDA,Summer,7,189,13.67075,8,64,30.49,OK
VILA_REAL,Summer,7,189,13.89437777777778,13,67,29.93,OK
GUARDA,Summer,7,190,13.470075,36,54,29.98,OK
VILA_REAL,Summer,7,190,13.463777777777777,51,67,29.1,Not OK
GUARDA,Summer,7,191,8.826222222222222,72,67,17.29,Not OK
VILA_REAL,Summer,7,191,0.1401166666666666,98,87,8.26,Not OK
GUARDA,Summer,7,192,13.534155555555555,49,75,25.8,OK
VILA_REAL,Summer,7,192,10.541188888888888,62,82,21.16,OK
GUARDA,Summer,7,193,13.246955555555555,18,71,27.6,Not OK
VILA_REAL,Summer,7,193,11.574975,62,80,25.82,Not OK
GUARDA,Summer,7,194,13.662141666666669,6,63,30.38,OK
VILA_REAL,Summer,7,194,13.567280555555556,30,71,29.53,OK
GUARDA,Summer,7,195,13.219555555555557,56,57,29.63,OK
VILA_REAL,Summer,7,195,13.746241666666666,58,64,29.07,OK
GUARDA,Summer,7,196,13.545283333333332,46,48,27.8,OK
VILA_REAL,Summer,7,196,12.438983333333333,78,73,24.02,OK
GUARDA,Summer,7,197,12.475927777777777,40,70,27.68,Not OK
VILA_REAL,Summer,7,197,12.984725,64,79,21.41,Not OK
GUARDA,Summer,7,198,13.617552777777778,31,63,30.32,OK
VILA_REAL,Summer,7,198,13.531097222222222,50,77,29.7,OK
GUARDA,Summer,7,199,13.437375,30,58,29.97,OK
VILA_REAL,Summer,7,199,13.52075,33,68,29.23,OK
GUARDA,Summer,7,200,13.520844444444444,3,52,29.57,OK
VILA_REAL,Summer,7,200,13.60787222222222,6,66,29.38,OK
GUARDA,Summer,7,201,13.458291666666666,0,47,29.56,Not OK
VILA_REAL,Summer,7,201,13.571794444444444,6,67,28.98,OK
GUARDA,Summer,7,202,13.312711111111112,27,70,26.82,Not OK
VILA_REAL,Summer,7,202,6.6411138888888885,84,85,15.26,Not OK
GUARDA,Summer,7,203,13.3601,16,51,29.76,OK
VILA_REAL,Summer,7,203,13.474461111111111,10,59,29.44,OK
GUARDA,Summer,7,204,13.365780555555554,0,31,29.35,Not OK
VILA_REAL,Summer,7,204,13.51025,0,39,29.33,Not OK
GUARDA,Summer,7,205,13.330072222222222,0,25,29.12,Not OK
VILA_REAL,Summer,7,205,13.44895,0,40,28.78,Not OK
GUARDA,Summer,7,206,13.248002777777778,6,34,28.18,Not OK
VILA_REAL,Summer,7,206,13.39167222222222,0,45,28.49,Not OK
GUARDA,Summer,7,207,13.170380555555557,5,50,27.76,Not OK
VILA_REAL,Summer,7,207,13.30573888888889,2,58,28.31,Not OK
GUARDA,Summer,7,208,13.168538888888888,11,54,28.57,Not OK
VILA_REAL,Summer,7,208,13.270791666666666,17,61,27.62,Not OK
GUARDA,Summer,7,209,13.127991666666668,20,58,27.3,Not OK
VILA_REAL,Summer,7,209,12.534677777777777,37,72,27.57,Not OK
GUARDA,Summer,7,210,13.07426111111111,42,46,25.57,Not OK
VILA_REAL,Summer,7,210,13.191969444444444,44,57,25.53,Not OK
GUARDA,Summer,7,211,3.2675,97,46,12.49,Not OK
VILA_REAL,Summer,7,211,5.825519444444444,89,50,17.02,Not OK
GUARDA,Summer,7,212,13.096786111111111,6,57,28.12,OK
VILA_REAL,Summer,7,212,13.157591666666669,16,61,25.81,Not OK
GUARDA,Summer,7,213,13.07176111111111,1,66,28.16,OK
VILA_REAL,Summer,7,213,13.154494444444444,0,68,27.93,OK
GUARDA,Summer,8,214,13.070358333333331,0,62,28.17,Not OK
VILA_REAL,Summer,8,214,13.125447222222222,4,75,27.34,OK
GUARDA,Summer,8,215,13.047916666666667,4,67,27.71,Not OK
VILA_REAL,Summer,8,215,12.098066666666666,26,76,26.75,Not OK
GUARDA,Summer,8,216,13.027519444444444,0,56,27.71,Not OK
VILA_REAL,Summer,8,216,13.072494444444445,1,60,27.34,Not OK
GUARDA,Summer,8,217,13.00935,2,40,27.47,Not OK
VILA_REAL,Summer,8,217,13.07099722222222,0,45,27.69,Not OK
GUARDA,Summer,8,218,13.010366666666666,0,49,27.94,Not OK
VILA_REAL,Summer,8,218,13.04823611111111,0,62,27.48,Not OK
GUARDA,Summer,8,219,13.0,14,55,27.5,OK
VILA_REAL,Summer,8,219,12.904816666666663,30,70,26.19,OK
GUARDA,Summer,8,220,12.995947222222224,3,60,26.79,Not OK
VILA_REAL,Summer,8,220,12.994213888888888,4,65,26.34,Not OK
GUARDA,Summer,8,221,12.980866666666667,0,55,27.45,Not OK
VILA_REAL,Summer,8,221,12.979680555555555,0,61,26.88,Not OK
GUARDA,Summer,8,222,12.965719444444444,14,47,25.0,Not OK
VILA_REAL,Summer,8,222,12.953375,5,49,26.02,Not OK
GUARDA,Summer,8,223,12.950516666666667,2,39,26.6,Not OK
VILA_REAL,Summer,8,223,12.937658333333331,9,46,24.21,Not OK
GUARDA,Summer,8,224,12.935269444444446,0,41,26.67,Not OK
VILA_REAL,Summer,8,224,12.92188888888889,3,47,25.28,Not OK
GUARDA,Summer,8,225,12.919983333333334,16,58,26.38,Not OK
VILA_REAL,Summer,8,225,12.642261111111113,28,73,25.63,Not OK
GUARDA,Summer,8,226,10.0,51,68,20.55,Not OK
VILA_REAL,Summer,8,226,11.047333333333334,59,71,21.09,Not OK
GUARDA,Summer,8,227,12.886780555555555,26,55,26.36,OK
VILA_REAL,Summer,8,227,12.87438888888889,20,59,25.9,OK
GUARDA,Summer,8,228,12.849538888888889,0,37,26.72,OK
VILA_REAL,Summer,8,228,12.858527777777775,0,43,26.16,Not OK
GUARDA,Summer,8,229,12.81207777777778,0,26,26.52,Not OK
VILA_REAL,Summer,8,229,12.842661111111113,0,41,25.97,Not OK
GUARDA,Summer,8,230,12.774425,20,42,25.5,Not OK
VILA_REAL,Summer,8,230,12.807936111111111,48,57,24.42,Not OK
GUARDA,Summer,8,231,12.736613888888888,22,60,25.41,OK
VILA_REAL,Summer,8,231,11.582475,33,73,23.58,Not OK
GUARDA,Summer,8,232,12.698669444444445,0,54,25.45,OK
VILA_REAL,Summer,8,232,12.730025,0,55,25.12,Not OK
GUARDA,Summer,8,233,12.660513888888888,0,46,25.94,OK
VILA_REAL,Summer,8,233,12.690788888888887,1,54,25.16,Not OK
GUARDA,Summer,8,234,12.621908333333334,13,48,25.22,Not OK
VILA_REAL,Summer,8,234,12.65108888888889,39,53,25.11,Not OK
GUARDA,Summer,8,235,12.582852777777775,2,54,25.66,OK
VILA_REAL,Summer,8,235,12.610930555555557,1,68,25.48,Not OK
GUARDA,Summer,8,236,12.54337777777778,4,51,25.5,Not OK
VILA_REAL,Summer,8,236,12.570341666666668,6,63,24.93,Not OK
GUARDA,Summer,8,237,12.175941666666668,20,66,24.57,OK
VILA_REAL,Summer,8,237,11.570344444444444,40,75,20.39,OK
GUARDA,Summer,8,238,12.463302777777775,2,48,25.13,OK
VILA_REAL,Summer,8,238,12.48801111111111,5,49,24.81,OK
GUARDA,Summer,8,239,12.422755555555556,54,46,22.79,OK
VILA_REAL,Summer,8,239,12.446325,51,49,22.0,Not OK
GUARDA,Summer,8,240,12.38191111111111,20,45,25.08,OK
VILA_REAL,Summer,8,240,12.404333333333334,24,60,24.66,OK
GUARDA,Summer,8,241,12.340797222222225,31,43,24.92,Not OK
VILA_REAL,Summer,8,241,12.362063888888889,46,63,24.45,OK
GUARDA,Summer,8,242,12.29943888888889,1,55,24.05,Not OK
VILA_REAL,Summer,8,242,12.319547222222225,10,70,22.7,OK
GUARDA,Summer,8,243,12.257863888888888,49,58,22.63,OK
VILA_REAL,Summer,8,243,11.774608333333331,55,65,21.93,OK
GUARDA,Summer,8,244,12.047655555555554,78,58,21.56,Not OK
VILA_REAL,Summer,8,244,8.255877777777778,76,71,18.21,OK
GUARDA,Autumn,9,245,12.099980555555556,35,66,23.24,OK
VILA_REAL,Autumn,9,245,11.603022222222222,63,74,21.45,Not OK
GUARDA,Autumn,9,246,12.132125,37,63,22.23,Not OK
VILA_REAL,Autumn,9,246,12.03263611111111,36,70,20.3,OK
GUARDA,Autumn,9,247,10.953722222222222,42,57,18.13,OK
VILA_REAL,Autumn,9,247,9.458691666666668,59,57,13.66,OK
GUARDA,Autumn,9,248,12.047716666666666,10,53,23.56,OK
VILA_REAL,Autumn,9,248,12.060791666666669,18,54,23.13,OK
GUARDA,Autumn,9,249,8.676400000000001,78,54,17.58,OK
VILA_REAL,Autumn,9,249,11.400175,83,56,18.28,OK
GUARDA,Autumn,9,250,11.910441666666664,26,63,20.77,Not OK
VILA_REAL,Autumn,9,250,5.422005555555556,79,83,10.62,Not OK
GUARDA,Autumn,9,251,11.765127777777778,23,74,18.58,OK
VILA_REAL,Autumn,9,251,7.636083333333334,58,82,15.58,Not OK
GUARDA,Autumn,9,252,11.461858333333334,25,66,22.99,OK
VILA_REAL,Autumn,9,252,11.81576111111111,6,76,22.26,Not OK
GUARDA,Autumn,9,253,11.720058333333332,0,61,22.95,OK
VILA_REAL,Autumn,9,253,11.628972222222224,18,74,22.27,OK
GUARDA,Autumn,9,254,11.644627777777778,0,59,22.56,OK
VILA_REAL,Autumn,9,254,11.6511,5,63,21.83,OK
GUARDA,Autumn,9,255,11.543483333333334,57,54,21.35,OK
VILA_REAL,Autumn,9,255,11.395255555555556,70,50,20.58,OK
GUARDA,Autumn,9,256,11.353547222222222,59,64,20.66,Not OK
VILA_REAL,Autumn,9,256,10.941977777777778,63,69,15.49,Not OK
GUARDA,Autumn,9,257,11.461186111111113,1,47,22.14,Not OK
VILA_REAL,Autumn,9,257,11.41322777777778,1,50,21.88,Not OK
GUARDA,Autumn,9,258,11.367861111111113,37,42,21.94,OK
VILA_REAL,Autumn,9,258,11.387430555555556,30,48,21.76,OK
GUARDA,Autumn,9,259,11.374777777777776,1,27,21.82,OK
VILA_REAL,Autumn,9,259,11.376458333333334,2,26,21.83,OK
GUARDA,Autumn,9,260,11.336322222222222,17,19,22.31,OK
VILA_REAL,Autumn,9,260,11.32955,25,20,21.74,Not OK
GUARDA,Autumn,9,261,11.274608333333331,5,36,21.81,Not OK
VILA_REAL,Autumn,9,261,11.226486111111113,6,40,21.36,Not OK
GUARDA,Autumn,9,262,11.231305555555554,4,58,20.49,OK
VILA_REAL,Autumn,9,262,11.182177777777778,1,52,20.85,OK
GUARDA,Autumn,9,263,10.934144444444444,61,67,17.29,Not OK
VILA_REAL,Autumn,9,263,11.0,56,51,17.05,Not OK
GUARDA,Autumn,9,264,10.729866666666666,47,78,16.1,Not OK
VILA_REAL,Autumn,9,264,11.046672222222222,39,75,15.46,Not OK
GUARDA,Autumn,9,265,11.0,42,77,15.41,Not OK
VILA_REAL,Autumn,9,265,10.844486111111111,23,79,17.33,OK
GUARDA,Autumn,9,266,11.124230555555556,36,78,17.48,OK
VILA_REAL,Autumn,9,266,9.0,74,85,14.75,Not OK
GUARDA,Autumn,9,267,10.958605555555556,38,74,19.71,OK
VILA_REAL,Autumn,9,267,10.98518611111111,46,76,19.55,OK
GUARDA,Autumn,9,268,0.0,100,89,3.93,Not OK
VILA_REAL,Autumn,9,268,0.1842916666666667,100,93,4.03,Not OK
GUARDA,Autumn,9,269,5.829797222222222,94,90,8.79,Not OK
VILA_REAL,Autumn,9,269,1.210325,100,95,5.93,Not OK
GUARDA,Autumn,9,270,6.872669444444445,71,88,11.68,Not OK
VILA_REAL,Autumn,9,270,4.601933333333333,87,92,7.97,Not OK
GUARDA,Autumn,9,271,10.853483333333331,38,72,16.32,Not OK
VILA_REAL,Autumn,9,271,9.057002777777775,55,77,14.25,Not OK
GUARDA,Autumn,9,272,10.860308333333334,35,64,19.48,Not OK
VILA_REAL,Autumn,9,272,10.853913888888888,35,67,18.7,Not OK
GUARDA,Autumn,9,273,10.8159,12,51,18.95,OK
VILA_REAL,Autumn,9,273,10.814805555555555,25,53,17.82,OK
GUARDA,Autumn,9,274,10.77361111111111,18,57,18.81,OK
VILA_REAL,Autumn,9,274,10.786713888888888,28,77,18.13,OK
GUARDA,Autumn,10,275,10.735105555555554,66,79,16.69,OK
VILA_REAL,Autumn,10,275,0.2622111111111111,100,95,5.74,Not OK
GUARDA,Autumn,10,276,0.3334722222222222,99,89,5.91,Not OK
VILA_REAL,Autumn,10,276,0.0,99,98,2.34,Not OK
GUARDA,Autumn,10,277,8.243502777777778,86,89,10.97,OK
VILA_REAL,Autumn,10,277,5.862094444444445,87,91,9.52,OK
GUARDA,Autumn,10,278,9.262530555555555,65,84,15.2,OK
VILA_REAL,Autumn,10,278,7.158375,74,86,10.99,OK
GUARDA,Autumn,10,279,10.31426111111111,86,82,13.86,OK
VILA_REAL,Autumn,10,279,3.979816666666667,100,95,7.69,Not OK
GUARDA,Autumn,10,280,1.6875055555555556,100,96,4.99,Not OK
VILA_REAL,Autumn,10,280,0.0,100,96,2.52,Not OK
GUARDA,Autumn,10,281,9.321369444444445,74,86,11.8,Not OK
VILA_REAL,Autumn,10,281,6.910136111111112,95,95,8.47,Not OK
GUARDA,Autumn,10,282,2.3803083333333337,98,93,6.62,Not OK
VILA_REAL,Autumn,10,282,0.0,100,94,3.51,Not OK
GUARDA,Autumn,10,283,3.144161111111111,96,94,7.22,Not OK
VILA_REAL,Autumn,10,283,0.1304527777777777,96,94,2.79,Not OK
GUARDA,Autumn,10,284,10.063441666666666,67,79,15.05,Not OK
VILA_REAL,Autumn,10,284,10.423569444444444,63,85,13.33,Not OK
GUARDA,Autumn,10,285,0.0695083333333333,99,90,4.64,Not OK
VILA_REAL,Autumn,10,285,0.2634861111111111,100,87,5.31,Not OK
GUARDA,Autumn,10,286,7.100130555555556,98,94,9.84,Not OK
VILA_REAL,Autumn,10,286,9.091319444444444,65,89,12.52,Not OK
GUARDA,Autumn,10,287,6.823311111111111,72,90,8.76,Not OK
VILA_REAL,Autumn,10,287,8.8456,63,84,12.13,Not OK
GUARDA,Autumn,10,288,8.85338611111111,63,84,12.73,OK
VILA_REAL,Autumn,10,288,9.584336111111112,65,83,13.36,OK
GUARDA,Autumn,10,289,5.264491666666666,94,92,9.13,Not OK
VILA_REAL,Autumn,10,289,8.00765,92,84,12.02,Not OK
GUARDA,Autumn,10,290,5.095988888888889,84,90,9.24,Not OK
VILA_REAL,Autumn,10,290,3.78865,95,94,7.42,Not OK
GUARDA,Autumn,10,291,9.3521,68,87,12.33,Not OK
VILA_REAL,Autumn,10,291,8.356294444444444,74,89,10.05,Not OK
GUARDA,Autumn,10,292,0.0,100,92,3.78,Not OK
VILA_REAL,Autumn,10,292,0.0,100,95,3.11,Not OK
GUARDA,Autumn,10,293,0.6484305555555555,99,91,6.01,Not OK
VILA_REAL,Autumn,10,293,0.4438055555555555,100,97,3.54,Not OK
GUARDA,Autumn,10,294,7.4252361111111105,67,86,10.58,Not OK
VILA_REAL,Autumn,10,294,7.187211111111111,82,92,9.01,OK
GUARDA,Autumn,10,295,9.7614,27,85,14.04,Not OK
VILA_REAL,Autumn,10,295,4.971005555555555,86,90,6.74,OK
GUARDA,Autumn,10,296,9.138055555555557,26,85,12.92,Not OK
VILA_REAL,Autumn,10,296,9.73048611111111,17,78,12.74,OK
GUARDA,Autumn,10,297,9.748236111111112,13,83,13.49,OK
VILA_REAL,Autumn,10,297,9.6917,2,84,13.96,OK
GUARDA,Autumn,10,298,7.604458333333333,60,85,10.29,Not OK
VILA_REAL,Autumn,10,298,6.631911111111111,62,89,8.68,Not OK
GUARDA,Autumn,10,299,9.682361111111112,42,83,11.98,Not OK
VILA_REAL,Autumn,10,299,9.41380277777778,54,87,11.04,Not OK
GUARDA,Autumn,10,300,5.497880555555556,85,87,7.52,Not OK
VILA_REAL,Autumn,10,300,5.015658333333333,90,90,7.47,Not OK
GUARDA,Autumn,10,301,6.604272222222223,50,89,8.88,Not OK
VILA_REAL,Autumn,10,301,8.515677777777777,23,83,11.59,Not OK
GUARDA,Autumn,10,302,9.082180555555556,56,79,9.99,Not OK
VILA_REAL,Autumn,10,302,8.771319444444444,28,71,9.73,Not OK
GUARDA,Autumn,10,303,6.452766666666666,64,87,9.82,Not OK
VILA_REAL,Autumn,10,303,9.539175,31,73,12.66,Not OK
GUARDA,Autumn,10,304,9.283341666666669,79,82,10.68,Not OK
VILA_REAL,Autumn,10,304,8.812338888888888,52,76,10.03,Not OK
GUARDA,Autumn,10,305,1.1463027777777777,100,93,3.82,Not OK
VILA_REAL,Autumn,10,305,3.2126944444444447,93,88,4.52,Not OK
GUARDA,Autumn,11,306,8.541305555555557,78,92,8.1,Not OK
VILA_REAL,Autumn,11,306,8.952691666666666,65,89,8.62,Not OK
GUARDA,Autumn,11,307,9.177075,21,86,12.09,Not OK
VILA_REAL,Autumn,11,307,9.384694444444444,12,84,12.01,OK
GUARDA,Autumn,11,308,9.40390277777778,28,79,12.22,Not OK
VILA_REAL,Autumn,11,308,9.3419,16,83,11.7,OK
GUARDA,Autumn,11,309,5.129591666666666,95,84,6.85,Not OK
VILA_REAL,Autumn,11,309,7.124238888888889,88,84,7.73,OK
GUARDA,Autumn,11,310,1.5246027777777778,100,96,4.32,Not OK
VILA_REAL,Autumn,11,310,1.3771222222222224,93,95,3.88,Not OK
GUARDA,Autumn,11,311,8.847883333333334,48,86,10.44,Not OK
VILA_REAL,Autumn,11,311,6.848369444444445,48,88,9.77,OK
GUARDA,Autumn,11,312,9.243263888888889,78,79,11.57,Not OK
VILA_REAL,Autumn,11,312,9.077661111111112,85,83,10.9,OK
GUARDA,Autumn,11,313,5.934233333333334,90,88,7.08,Not OK
VILA_REAL,Autumn,11,313,7.810577777777779,76,89,9.15,OK
GUARDA,Autumn,11,314,8.793630555555556,44,84,11.61,Not OK
VILA_REAL,Autumn,11,314,8.845213888888889,44,85,10.71,Not OK
GUARDA,Autumn,11,315,6.905561111111111,92,87,8.16,Not OK
VILA_REAL,Autumn,11,315,0.1329666666666666,95,94,3.79,Not OK
GUARDA,Autumn,11,316,8.83863888888889,45,82,10.25,Not OK
VILA_REAL,Autumn,11,316,8.901227777777777,8,79,10.92,Not OK
GUARDA,Autumn,11,317,8.293647222222223,38,71,10.19,Not OK
VILA_REAL,Autumn,11,317,8.637966666666667,18,74,11.01,Not OK
GUARDA,Autumn,11,318,4.289336111111111,83,78,6.22,Not OK
VILA_REAL,Autumn,11,318,8.11004722222222,60,70,9.09,Not OK
GUARDA,Autumn,11,319,6.429844444444444,92,82,7.29,Not OK
VILA_REAL,Autumn,11,319,7.903327777777777,83,80,8.53,Not OK
GUARDA,Autumn,11,320,3.358041666666667,97,90,5.75,Not OK
VILA_REAL,Autumn,11,320,5.0328333333333335,96,90,6.36,Not OK
GUARDA,Autumn,11,321,5.6814583333333335,58,84,7.54,Not OK
VILA_REAL,Autumn,11,321,6.676105555555555,60,88,7.96,Not OK
GUARDA,Autumn,11,322,8.67845,35,76,9.5,Not OK
VILA_REAL,Autumn,11,322,8.687197222222222,2,79,10.05,OK
GUARDA,Autumn,11,323,8.683036111111111,17,82,9.73,Not OK
VILA_REAL,Autumn,11,323,8.659277777777778,20,77,9.36,Not OK
GUARDA,Autumn,11,324,8.576261111111112,58,91,8.64,Not OK
VILA_REAL,Autumn,11,324,5.416716666666667,61,92,5.87,Not OK
GUARDA,Autumn,11,325,6.930286111111111,96,93,5.28,Not OK
VILA_REAL,Autumn,11,325,3.2359944444444446,100,95,4.61,Not OK
GUARDA,Autumn,11,326,5.507708333333333,99,86,6.09,Not OK
VILA_REAL,Autumn,11,326,2.0,99,99,3.18,Not OK
GUARDA,Autumn,11,327,6.792222222222223,98,88,6.41,Not OK
VILA_REAL,Autumn,11,327,6.235705555555556,93,88,7.63,Not OK
GUARDA,Autumn,11,328,6.1799,100,90,6.34,Not OK
VILA_REAL,Autumn,11,328,7.376841666666667,100,87,7.89,OK
GUARDA,Autumn,11,329,3.566272222222222,86,78,4.48,Not OK
VILA_REAL,Autumn,11,329,0.8234750000000001,97,76,2.61,Not OK
GUARDA,Autumn,11,330,6.67606388888889,88,87,5.99,Not OK
VILA_REAL,Autumn,11,330,4.234263888888889,91,90,4.67,Not OK
GUARDA,Autumn,11,331,3.0589027777777775,69,80,5.42,Not OK
VILA_REAL,Autumn,11,331,5.554880555555555,71,85,6.56,Not OK
GUARDA,Autumn,11,332,8.557297222222223,68,75,9.84,Not OK
VILA_REAL,Autumn,11,332,8.471836111111111,56,81,9.04,Not OK
GUARDA,Autumn,11,333,8.534830555555555,28,72,9.76,Not OK
VILA_REAL,Autumn,11,333,8.44541388888889,22,81,9.17,Not OK
GUARDA,Autumn,11,334,7.405666666666667,98,86,6.84,Not OK
VILA_REAL,Autumn,11,334,7.930869444444444,74,87,6.74,Not OK
GUARDA,Autumn,11,335,7.2624,99,91,7.4,Not OK
VILA_REAL,Autumn,11,335,6.5266222222222225,95,90,6.02,Not OK
GUARDA,Winter,12,336,6.456919444444444,95,79,6.89,Not OK
VILA_REAL,Winter,12,336,4.751130555555555,82,74,5.97,Not OK
GUARDA,Winter,12,337,8.44073888888889,35,83,8.61,Not OK
VILA_REAL,Winter,12,337,8.348188888888888,30,82,8.47,Not OK
GUARDA,Winter,12,338,3.1905111111111113,86,90,5.81,Not OK
VILA_REAL,Winter,12,338,1.2747555555555554,94,91,3.38,Not OK
GUARDA,Winter,12,339,6.227902777777778,84,88,7.58,Not OK
